Subject,Model,Beta_Frequency,Beta_Semantic,Beta_Phonological,Negative_Log_Likelihood_Optimized
8,forage_phonologicalstatic,5.075038984714821,3.5173148450005756,0.37030126600696855,86.70697145921113
8,forage_random_baseline,0.0,0.0,,101.5293121241983
9,forage_phonologicalstatic,0.8515006425623608,1.8259027572103494,0.7011010704055631,148.8603007430192
9,forage_random_baseline,0.0,0.0,,156.19894172953587
10,forage_phonologicalstatic,8.651040829807387,2.5354427568251268,-0.02119716112153379,91.43523838847318
10,forage_random_baseline,0.0,0.0,,101.5293121241983
1101,forage_phonologicalstatic,-0.0686150375482097,1.0473293312431957,0.21102752837220387,61.51414480239768
1101,forage_random_baseline,0.0,0.0,,62.47957669181432
1102,forage_phonologicalstatic,5.976161845173987,0.41657727144089934,1.5245056756855375,94.54290630858782
1102,forage_random_baseline,0.0,0.0,,101.5293121241983
1103,forage_phonologicalstatic,1.434115137850242,1.7213846538561406,0.2786125385856171,98.27721171650711
1103,forage_random_baseline,0.0,0.0,,101.5293121241983
1104,forage_phonologicalstatic,6.797092791298987,0.10052683836507847,0.23706817021354518,178.62675489201777
1104,forage_random_baseline,0.0,0.0,,187.43873007544306
1105,forage_phonologicalstatic,10.761884015835829,0.7926202497446747,0.14289067287964272,132.02366871403004
1105,forage_random_baseline,0.0,0.0,,148.38899464305908
1106,forage_phonologicalstatic,6.753202889891009,1.4380946407249315,1.9869207844609242,72.3128092342889
1106,forage_random_baseline,0.0,0.0,,85.9094179512447
1107,forage_phonologicalstatic,-0.18462707183074092,1.9004438481744461,0.011257641524995348,150.86309972584513
1107,forage_random_baseline,0.0,0.0,,156.19894172953587
1108,forage_phonologicalstatic,8.253707693743847,1.8152694787104897,1.36598555814296,68.41975756496518
1108,forage_random_baseline,0.0,0.0,,85.9094179512447
1109,forage_phonologicalstatic,1.552344818472381,1.7243140725867345,0.11579643726201476,98.24346367725757
1109,forage_random_baseline,0.0,0.0,,101.5293121241983
1110,forage_phonologicalstatic,10.583172090128997,0.32191537668145237,1.0879204263503546,89.31734525631249
1110,forage_random_baseline,0.0,0.0,,101.5293121241983
1111,forage_phonologicalstatic,1.7927460805400521,-0.16689977433763784,-0.011554189589937066,139.7941620052779
1111,forage_random_baseline,0.0,0.0,,140.57904755658228
1112,forage_phonologicalstatic,7.129125693763214,0.7898550921173427,0.054064349094459785,96.60993166765248
1112,forage_random_baseline,0.0,0.0,,101.5293121241983
1113,forage_phonologicalstatic,2.5894606468359918,3.8004765754445535,0.25331509427625515,130.08551632442382
1113,forage_random_baseline,0.0,0.0,,148.38899464305908
1114,forage_phonologicalstatic,0.04989348730402737,2.022301635023502,0.1635123462108461,202.4335238065489
1114,forage_random_baseline,0.0,0.0,,210.86857133487345
1123,forage_phonologicalstatic,2.671457629559187,2.004539689957762,-0.04316142250580614,75.6203059680795
1123,forage_random_baseline,0.0,0.0,,78.09947086476791
1126,forage_phonologicalstatic,6.402136828304384,0.31379243136972623,0.17207543443369244,120.2172213992444
1126,forage_random_baseline,0.0,0.0,,124.95915338362869
1135,forage_phonologicalstatic,2.7167516703942747,1.2041188693853833,0.04490698990652188,167.91650873244228
1135,forage_random_baseline,0.0,0.0,,171.81883590248947
1161,forage_phonologicalstatic,9.184981856677936,2.305741489813397,0.16953162899874313,123.79097520610907
1161,forage_random_baseline,0.0,0.0,,140.57904755658228
1162,forage_phonologicalstatic,7.211194711625768,-0.10395054707171998,2.261920694315931,151.27716843013334
1162,forage_random_baseline,0.0,0.0,,171.81883590248947
1184,forage_phonologicalstatic,9.060245336476195,0.2304847857853011,2.3644350749739202,137.04920665205134
1184,forage_random_baseline,0.0,0.0,,164.00888881601267
